ISO_639	Language_Name	Uninverted_Name	Country_Code	Country_Name	Region_Code	Region_Name	Area	L1_Users	Digits	All_Users	Countries	Family	Classification	Latitude	Longitude	EGIDS	Is_Written	Institutional	Developing	Vigorous	In_Trouble	Dying	Extinct
piu	Pintupi-Luritja	Pintupi-Luritja	AU	Australia	ANZ	Australia and New Zealand	Pacific	1110	4	1110	1	Australian	Australian, Pama-Nyungan, South-West, Wati	-23.2540	128.7455	5	T	0	1	0	0	0	0
piv	Vaeakau-Taumako	Vaeakau-Taumako	SB	Solomon Islands	MEL	Melanesia	Pacific	1660	4	1660	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, Polynesian, Nuclear, Samoic-Outlier, Futunic	-9.9510	167.2180	6a	T	0	0	1	0	0	0
piw	Pimbwe	Pimbwe	TZ	Tanzania	EAF	Eastern Africa	Africa	64600	5	64600	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, M, Fipa-Mambwe (M.11)	-7.1603	31.2548	6a	T	0	0	1	0	0	0
pix	Piu	Piu	PG	Papua New Guinea	MEL	Melanesia	Pacific	100	3	100	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Huon Gulf, South, Hote-Buang, Buang	-7.0374	146.5063	7	F	0	0	0	1	0	0
piy	Piya-Kwonci	Piya-Kwonci	NG	Nigeria	WAF	Western Africa	Africa	5000	4	5000	1	Afro-Asiatic	Afro-Asiatic, Chadic, West, A, A.2, Tangale, Tangale Proper	9.3870	10.8618	5	T	0	1	0	0	0	0
piz	Pije	Pije	NC	New Caledonia	MEL	Melanesia	Pacific	180	3	180	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, New Caledonian, Northern, North, Nemi	-20.7760	164.9378	8a	F	0	0	0	0	1	0
pjt	Pitjantjatjara	Pitjantjatjara	AU	Australia	ANZ	Australia and New Zealand	Pacific	3550	4	4050	1	Australian	Australian, Pama-Nyungan, South-West, Wati	-26.7886	131.3574	4	T	1	0	0	0	0	0
pkb	Kipfokomo	Kipfokomo	KE	Kenya	EAF	Eastern Africa	Africa	95000	5	95000	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, E, Nyika-Taita (E.71)	-1.8691	40.1365	5	T	0	1	0	0	0	0
pkg	Pak-Tong	Pak-Tong	PG	Papua New Guinea	MEL	Melanesia	Pacific	1090	4	1090	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Admiralty Islands, Eastern, Pak-Tong	-2.0525	147.7675	6a	F	0	0	1	0	0	0
pkh	Pangkhua	Pangkhua	BD	Bangladesh	SAS	Southern Asia	Asia	2400	4	2400	2	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Kuki-Chin, Central	23.0825	92.8797	6a	T	0	0	1	0	0	0
pkn	Pakanha	Pakanha	AU	Australia	ANZ	Australia and New Zealand	Pacific	0	0		1	Australian	Australian, Pama-Nyungan, Paman, Middle Pama	-15.0810	142.7970	9	F	0	0	0	0	1	0
pko	Pökoot	Pökoot	KE	Kenya	EAF	Eastern Africa	Africa	738000	6	738000	2	Nilo-Saharan	Nilo-Saharan, Satellite-Core, Core, Eastern Sudanic, Southern (n languages), Nilotic, Southern, Kalenjin, Pokot	1.7268	35.1871	5	T	0	1	0	0	0	0
pkp	Pukapuka	Pukapuka	CK	Cook Islands	POL	Polynesia	Pacific	3100	4	3100	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, Polynesian, Nuclear, Samoic-Outlier, Pukapuka	-10.8827	-165.8208	6b	T	0	0	0	1	0	0
pkr	Kurumba, Attapady	Attapady Kurumba	IN	India	SAS	Southern Asia	Asia	1370	4	1370	1	Dravidian	Dravidian, Southern	11.1575	76.5365	6a	T	0	0	1	0	0	0
pks	Pakistan Sign Language	Pakistan Sign Language	PK	Pakistan	SAS	Southern Asia	Asia	800000	6	800000	1	Sign language	Sign language, Deaf Community Sign Languages	28.0667	67.8843	5	T	0	1	0	0	0	0
pkt	Maleng	Maleng	LA	Laos	SEA	South-Eastern Asia	Asia	1700	4	1700	2	Austro-Asiatic	Austro-Asiatic, Mon-Khmer, Viet-Muong, Chut	17.8893	105.2551	6b	F	0	0	0	1	0	0
pku	Paku	Paku	ID	Indonesia	SEA	South-Eastern Asia	Asia	3500	4	3500	1	Austronesian	Austronesian, Malayo-Polynesian, Greater Barito, East, Central-South, South	-1.9069	115.0889	8a	F	0	0	0	0	1	0
pla	Miani	Miani	PG	Papua New Guinea	MEL	Melanesia	Pacific	1500	4	1500	1	Trans-New Guinea	Trans-New Guinea, Madang, Croisilles, Pihom, Kaukombaran	-4.4850	145.2696	5	T	0	1	0	0	0	0
plb	Polonombauk	Polonombauk	VU	Vanuatu	MEL	Melanesia	Pacific	120	3	120	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, East Santo, South	-15.4646	167.0869	6b	F	0	0	0	1	0	0
plc	Palawano, Central	Central Palawano	PH	Philippines	SEA	South-Eastern Asia	Asia	12000	5	12000	1	Austronesian	Austronesian, Malayo-Polynesian, Greater Central Philippine, Palawanic	9.0852	117.8527	5	T	0	1	0	0	0	0
pld	Polari	Polari	GB	United Kingdom	NEU	Northern Europe	Europe	0	0		1	Unclassified	Unclassified	51.7907	-1.2929	9	T	0	0	0	0	1	0
ple	Palu’e	Palu’e	ID	Indonesia	SEA	South-Eastern Asia	Asia	10000	5	10000	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Bima-Lembata	-8.3299	121.7176	6a	F	0	0	1	0	0	0
plg	Pilagá	Pilagá	AR	Argentina	SAM	South America	Americas	3490	4	3490	1	Guaykuruan	Guaykuruan, Southern	-24.8757	-60.2316	6b	T	0	0	0	1	0	0
plh	Paulohi	Paulohi	ID	Indonesia	SEA	South-Eastern Asia	Asia	50	2	50	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Central Maluku, East, Seram, Nunusaku, Piru Bay, East, Seram Straits, Solehua	-3.2565	128.7772	8b	F	0	0	0	0	1	0
pli	Pali	Pali	IN	India	SAS	Southern Asia	Asia	0	0		2	Indo-European	Indo-European, Indo-Iranian, Indo-Aryan, Unclassified	25.0186	81.7984	9	T	0	0	0	0	1	0
plj	Polci	Polci	NG	Nigeria	WAF	Western Africa	Africa	22000	5	22000	1	Afro-Asiatic	Afro-Asiatic, Chadic, West, B, B.3, Zaar Proper	10.1643	9.5599	6a	T	0	0	1	0	0	0
plk	Shina, Kohistani	Kohistani Shina	PK	Pakistan	SAS	Southern Asia	Asia	401000	6	401000	1	Indo-European	Indo-European, Indo-Iranian, Indo-Aryan, Outer Languages, Northwestern, Dardic, Shina	35.1857	73.3215	6a	T	0	0	1	0	0	0
pll	Palaung, Shwe	Shwe Palaung	MM	Myanmar	SEA	South-Eastern Asia	Asia	233000	6	233000	2	Austro-Asiatic	Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Palaungic, Western Palaungic, Palaung	23.0722	97.0137	5	T	0	1	0	0	0	0
pln	Palenquero	Palenquero	CO	Colombia	SAM	South America	Americas	500	3	500	1	Creole	Creole, Spanish based	10.3826	-75.2900	6b	F	0	0	0	1	0	0
plo	Popoluca, Oluta	Oluta Popoluca	MX	Mexico	CAM	Central America	Americas	1	1	1	1	Mixe-Zoquean	Mixe-Zoquean, Mixean	17.8929	-94.8853	8b	F	0	0	0	0	1	0
plr	Sénoufo, Palaka	Palaka Sénoufo	CI	Côte d’Ivoire	WAF	Western Africa	Africa	8000	4	8000	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Senufo, Kpalaga	9.5083	-4.9161	6a	F	0	0	1	0	0	0
pls	Popoloca, San Marcos Tlacoyalco	San Marcos Tlacoyalco Popoloca	MX	Mexico	CAM	Central America	Americas	8440	4	8440	1	Otomanguean	Otomanguean, Eastern Otomanguean, Popolocan-Zapotecan, Popolocan, Popoloca	18.7518	-97.5993	6a	T	0	0	1	0	0	0
plt	Malagasy, Plateau	Plateau Malagasy	MG	Madagascar	EAF	Eastern Africa	Africa	7546080	7	7546080	2	Austronesian	Austronesian, Malayo-Polynesian, Greater Barito, East, Malagasy	-19.2267	47.1449	1	T	1	0	0	0	0	0
plu	Palikúr	Palikúr	BR	Brazil	SAM	South America	Americas	1540	4	1540	2	Maipurean	Maipurean, Northern, Eastern, Palikur	3.3030	-51.4272	5	T	0	1	0	0	0	0
plv	Palawano, Southwest	Southwest Palawano	PH	Philippines	SEA	South-Eastern Asia	Asia	12000	5	12000	1	Austronesian	Austronesian, Malayo-Polynesian, Greater Central Philippine, Palawanic	8.7031	117.4860	6a	T	0	0	1	0	0	0
plw	Palawano, Brooke’s Point	Brooke’s Point Palawano	PH	Philippines	SEA	South-Eastern Asia	Asia	14400	5	14400	1	Austronesian	Austronesian, Malayo-Polynesian, Greater Central Philippine, Palawanic	8.9181	117.8834	5	T	0	1	0	0	0	0
ply	Bolyu	Bolyu	CN	China	EAS	Eastern Asia	Asia	500	3	500	1	Austro-Asiatic	Austro-Asiatic, Mon-Khmer, Palyu	24.7000	104.9485	8a	F	0	0	0	0	1	0
plz	Murut, Paluan	Paluan Murut	MY	Malaysia	SEA	South-Eastern Asia	Asia	5500	4	5500	1	Austronesian	Austronesian, Malayo-Polynesian, North Borneo, Sabahan, Murutic, Murut	5.0132	116.2720	6b	F	0	0	0	1	0	0
pma	Paama	Paama	VU	Vanuatu	MEL	Melanesia	Pacific	6000	4	6000	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, East Vanuatu	-16.4763	168.2366	5	T	0	1	0	0	0	0
pmb	Pambia	Pambia	CD	Democratic Republic of the Congo	MAF	Middle Africa	Africa	21000	5	21000	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Zande, Barambo-Pambia	2.0888	26.3342	6a	F	0	0	1	0	0	0
pmd	Pallanganmiddang	Pallanganmiddang	AU	Australia	ANZ	Australia and New Zealand	Pacific	0	0	0	1	Australian	Australian, Pama-Nyungan, Pallanganmiddang	-36.3537	146.3249	x10	F	0	0	0	0	0	1
pme	Pwaamei	Pwaamei	NC	New Caledonia	MEL	Melanesia	Pacific	290	3	290	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, New Caledonian, Northern, North	-20.8410	164.7520	7	F	0	0	0	1	0	0
pmf	Pamona	Pamona	ID	Indonesia	SEA	South-Eastern Asia	Asia	77900	5	77900	1	Austronesian	Austronesian, Malayo-Polynesian, Celebic, Kaili-Pamona, Northern, Pamona	-1.6716	121.1137	6b	T	0	0	0	1	0	0
pmi	Pumi, Northern	Northern Pumi	CN	China	EAS	Eastern Asia	Asia	35000	5	35000	1	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Northeastern Tibeto-Burman, Qiangic	27.9014	101.5165	6a	F	0	0	1	0	0	0
pmj	Pumi, Southern	Southern Pumi	CN	China	EAS	Eastern Asia	Asia	19000	5	19000	1	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Northeastern Tibeto-Burman, Qiangic	27.0837	100.1672	6b	F	0	0	0	1	0	0
pml	Lingua Franca	Lingua Franca	TN	Tunisia	NAF	Northern Africa	Africa	0	0	0	1	Pidgin	Pidgin, Romance based	36.7976	10.1896	x10	F	0	0	0	0	0	1
pmm	Pol	Pol	CM	Cameroon	MAF	Middle Africa	Africa	44130	5	44130	2	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, A, Kaka (A.92)	5.0280	13.6678	6a	F	0	0	1	0	0	0
pmn	Pam	Pam	CM	Cameroon	MAF	Middle Africa	Africa	30	2	30	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Adamawa, Mbum-Day, Mbum, Unclassified	7.9779	14.2858	8a	F	0	0	0	0	1	0
pmo	Pom	Pom	ID	Indonesia	SEA	South-Eastern Asia	Asia	2000	4	2000	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, South Halmahera-West New Guinea, West New Guinea, Cenderawasih Bay, Yapen, Central-Western	-1.6418	135.6158	6b	F	0	0	0	1	0	0
pmq	Pame, Northern	Northern Pame	MX	Mexico	CAM	Central America	Americas	340	3	340	1	Otomanguean	Otomanguean, Western Otomanguean, Oto-Pame-Chinantecan, Oto-Pamean, Pame	22.0969	-99.6310	6b	T	0	0	0	1	0	0
pmr	Manat	Manat	PG	Papua New Guinea	MEL	Melanesia	Pacific	50	2	50	1	Trans-New Guinea	Trans-New Guinea, Madang, South Adelbert, Sogeram, Central Sogeram	-4.9410	144.8748	8a	F	0	0	0	0	1	0
pms	Piedmontese	Piedmontese	IT	Italy	SEU	Southern Europe	Europe	700000	6	700000	2	Indo-European	Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Gallo-Romance, Gallo-Italian	45.2491	8.0665	7	T	0	0	0	1	0	0
pmt	Tuamotuan	Tuamotuan	PF	French Polynesia	POL	Polynesia	Pacific	4000	4	4000	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, Polynesian, Nuclear, East, Central, Tahitic	-21.7136	-140.6566	6b	T	0	0	0	1	0	0
pmw	Miwok, Plains	Plains Miwok	US	United States	NAM	Northern America	Americas	0	0		1	Miwok-Costanoan	Miwok-Costanoan, Miwokan, Eastern Miwokan	38.1745	-121.5060	9	F	0	0	0	0	1	0
pmx	Naga, Poumai	Poumai Naga	IN	India	SAS	Southern Asia	Asia	127000	6	127000	1	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Angami-Pochuri	25.3068	94.4014	5	T	0	1	0	0	0	0
pmy	Malay, Papuan	Papuan Malay	ID	Indonesia	SEA	South-Eastern Asia	Asia	500000	6	1100000	1	Creole	Creole, Malay based	-2.5705	140.6929	3	T	1	0	0	0	0	0
pmz	Pame, Southern	Southern Pame	MX	Mexico	CAM	Central America	Americas	0	0	0	1	Otomanguean	Otomanguean, Western Otomanguean, Oto-Pame-Chinantecan, Oto-Pamean, Pame	20.9807	-99.3439	x10	F	0	0	0	0	0	1
pna	Penan, Bah-Biau	Bah-Biau Penan	MY	Malaysia	SEA	South-Eastern Asia	Asia	450	3	450	1	Austronesian	Austronesian, Malayo-Polynesian, North Borneo, Rejang-Sajau	2.4462	113.4402	6b	F	0	0	0	1	0	0
pnb	Punjabi, Western	Western Punjabi	PK	Pakistan	SAS	Southern Asia	Asia	82808700	8	82808700	2	Indo-European	Indo-European, Indo-Iranian, Indo-Aryan, Intermediate Divisions, Western, Panjabi, Western Panjabi	31.6155	73.3228	5	T	0	1	0	0	0	0
pnc	Pannei	Pannei	ID	Indonesia	SEA	South-Eastern Asia	Asia	24400	5	24400	1	Austronesian	Austronesian, Malayo-Polynesian, South Sulawesi, Northern, Pitu Ulunna Salu	-3.2239	119.2055	6a	F	0	0	1	0	0	0
pnd	Mpinda	Mpinda	AO	Angola	MAF	Middle Africa	Africa	18000	5	18000	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, H, Kimbundu (H.21)	-10.7608	13.7237	6b	F	0	0	0	1	0	0
pne	Penan, Western	Western Penan	MY	Malaysia	SEA	South-Eastern Asia	Asia	3400	4	3400	1	Austronesian	Austronesian, Malayo-Polynesian, North Borneo, North Sarawakan, Kayan-Kenyah, Penan	3.0338	114.1918	6b	T	0	0	0	1	0	0
png	Pangu	Pangu	NG	Nigeria	WAF	Western Africa	Africa	30000	5	30000	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Kainji, Western, Kamuku	10.0479	6.3737	6a	T	0	0	1	0	0	0
pnh	Penrhyn	Penrhyn	CK	Cook Islands	POL	Polynesia	Pacific	200	3	200	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, Polynesian, Nuclear, East, Central, Tahitic	-9.0898	-157.9867	7	T	0	0	0	1	0	0
pni	Aoheng	Aoheng	ID	Indonesia	SEA	South-Eastern Asia	Asia	2630	4	2630	1	Austronesian	Austronesian, Malayo-Polynesian, North Borneo, North Sarawakan, Kayan-Kenyah, Kayanic, Muller-Schwaner ‘Punan’	0.9399	114.1535	6b	F	0	0	0	1	0	0
pnj	Pinjarup	Pinjarup	AU	Australia	ANZ	Australia and New Zealand	Pacific	0	0	0	1	Australian	Australian, Pama-Nyungan, South-West, Nyungar	-32.7244	116.1879	x10	F	0	0	0	0	0	1
pnk	Paunaka	Paunaka	BO	Bolivia	SAM	South America	Americas	5	1	5	1	Maipurean	Maipurean, Southern, Southern Outlier, Mojo	-16.1330	-62.0370	8b	F	0	0	0	0	1	0
pnl	Paleni	Paleni	BF	Burkina Faso	WAF	Western Africa	Africa	260	3	260	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Wara-Natioro	10.6201	-5.3591	6b	F	0	0	0	1	0	0
pnm	Punan Batu	Punan Batu	MY	Malaysia	SEA	South-Eastern Asia	Asia	30	2	30	1	Austronesian	Austronesian, Malayo-Polynesian, North Borneo, Melanau-Kajang, Kajang	2.3289	114.6742	6b	F	0	0	0	1	0	0
pnn	Pinai-Hagahai	Pinai-Hagahai	PG	Papua New Guinea	MEL	Melanesia	Pacific	700	3	700	1	Piawi	Piawi	-5.1296	144.1327	5	T	0	1	0	0	0	0
pno	Panobo	Panobo	PE	Peru	SAM	South America	Americas	0	0	0	1	Panoan	Panoan, Mainline, Pano	-6.9700	-74.9267	x10	T	0	0	0	0	0	1
pnp	Pancana	Pancana	ID	Indonesia	SEA	South-Eastern Asia	Asia	9460	4	9460	1	Austronesian	Austronesian, Malayo-Polynesian, Celebic, Eastern, Southeastern, Muna-Buton, Nuclear Muna-Buton, Munan, Munic, Western	-5.2959	122.9684	6a	F	0	0	1	0	0	0
pnq	Pana	Pana	BF	Burkina Faso	WAF	Western Africa	Africa	7800	4	7800	2	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Southern, Grusi, Northern	13.2163	-3.3335	6a	F	0	0	1	0	0	0
pnr	Panim	Panim	PG	Papua New Guinea	MEL	Melanesia	Pacific	420	3	420	1	Trans-New Guinea	Trans-New Guinea, Madang, Croisilles, Gum	-5.2147	145.7300	6b	F	0	0	0	1	0	0
pns	Ponosakan	Ponosakan	ID	Indonesia	SEA	South-Eastern Asia	Asia	0	0		1	Austronesian	Austronesian, Malayo-Polynesian, Greater Central Philippine, Gorontalo-Mongondow, Mongondowic	0.9271	124.7055	9	F	0	0	0	0	1	0
pnt	Pontic	Pontic	GR	Greece	SEU	Southern Europe	Europe	778000	6	778000	2	Indo-European	Indo-European, Greek, Attic	40.9469	22.9916	6a	T	0	0	1	0	0	0
pnu	Bunu, Jiongnai	Jiongnai Bunu	CN	China	EAS	Eastern Asia	Asia	1080	4	1080	1	Hmong-Mien	Hmong-Mien, Hmongic, Bunu	23.9830	110.0500	6b	F	0	0	0	1	0	0
pnv	Pinigura	Pinigura	AU	Australia	ANZ	Australia and New Zealand	Pacific	0	0		1	Australian	Australian, Pama-Nyungan, South-West, Dhalandji	-22.4826	116.4766	9	F	0	0	0	0	1	0
pnw	Banyjima	Banyjima	AU	Australia	ANZ	Australia and New Zealand	Pacific	100	3	100	1	Australian	Australian, Pama-Nyungan, South-West, Inland Ngayarda	-22.7618	118.7380	8a	F	0	0	0	0	1	0
pnx	Phong-Kniang	Phong-Kniang	LA	Laos	SEA	South-Eastern Asia	Asia	30700	5	30700	1	Austro-Asiatic	Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Khmuic, Xinh Mul	20.1222	104.0317	6a	F	0	0	1	0	0	0
pny	Pinyin	Pinyin	CM	Cameroon	MAF	Middle Africa	Africa	24600	5	24600	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Mbam-Nkam, Ngemba	5.7902	10.0622	5	T	0	1	0	0	0	0
pnz	Pana	Pana	CF	Central African Republic	MAF	Middle Africa	Africa	85980	5	85980	3	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Adamawa, Mbum-Day, Mbum, Eastern Mbum, Karang	7.2506	15.7053	5	T	0	1	0	0	0	0
poc	Poqomam	Poqomam	GT	Guatemala	CAM	Central America	Americas	10800	5	10800	1	Mayan	Mayan, Yucatecan-Core Mayan, K’ichean-Mamean, K’ichean, Poqom-K’ichean, Poqom, Poqomam	14.7325	-89.7380	6b	T	0	0	0	1	0	0
poe	Popoloca, San Juan Atzingo	San Juan Atzingo Popoloca	MX	Mexico	CAM	Central America	Americas	3690	4	3690	1	Otomanguean	Otomanguean, Eastern Otomanguean, Popolocan-Zapotecan, Popolocan, Popoloca	18.2229	-97.3776	5	T	0	1	0	0	0	0
pof	Poke	Poke	CD	Democratic Republic of the Congo	MAF	Middle Africa	Africa	46000	5	46000	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, C, Soko-Kele (C.53)	0.6873	23.8834	6a	T	0	0	1	0	0	0
pog	Potiguára	Potiguára	BR	Brazil	SAM	South America	Americas	0	0		1	Tupian	Tupian, Tupí-Guaraní, Tupí, Tupí	-6.7068	-34.9341	9	F	0	0	0	0	1	0
poh	Poqomchi’	Poqomchi’	GT	Guatemala	CAM	Central America	Americas	133000	6	133000	1	Mayan	Mayan, Yucatecan-Core Mayan, K’ichean-Mamean, K’ichean, Poqom-K’ichean, Poqom, Poqomchi’	15.3335	-90.4254	4	T	1	0	0	0	0	0
poi	Popoluca, Highland	Highland Popoluca	MX	Mexico	CAM	Central America	Americas	37700	5	37700	1	Mixe-Zoquean	Mixe-Zoquean, Zoquean, Gulf Zoquean	18.2226	-94.9225	5	T	0	1	0	0	0	0
pok	Pokangá	Pokangá	BR	Brazil	SAM	South America	Americas	34	2	34	1	Tucanoan	Tucanoan, Eastern Tucanoan, Bará-Tuyuka	0.3580	-69.5597	8a	F	0	0	0	0	1	0
pol	Polish	Polish	PL	Poland	EEU	Eastern Europe	Europe	39966460	8	40631460	10	Indo-European	Indo-European, Balto-Slavic, Slavic, West, Lechitic	52.1228	19.4009	1	T	1	0	0	0	0	0
pom	Pomo, Southeastern	Southeastern Pomo	US	United States	NAM	Northern America	Americas	1	1	1	1	Pomoan	Pomoan	38.9380	-122.5984	8b	F	0	0	0	0	1	0
pon	Pohnpeian	Pohnpeian	FM	Micronesia	MIC	Micronesia	Pacific	32530	5	32530	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Micronesian, Micronesian Proper, Pohnpeic-Chuukic, Pohnpeic	6.8807	158.2252	2	T	1	0	0	0	0	0
poo	Pomo, Central	Central Pomo	US	United States	NAM	Northern America	Americas	0	0		1	Pomoan	Pomoan, Western, Southern	38.9087	-123.6581	9	F	0	0	0	0	1	0
pop	Pwapwâ	Pwapwâ	NC	New Caledonia	MEL	Melanesia	Pacific	40	2	40	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, New Caledonian, Northern, North	-20.8314	164.5747	8b	F	0	0	0	0	1	0
poq	Popoluca, Texistepec	Texistepec Popoluca	MX	Mexico	CAM	Central America	Americas	1	1	1	1	Mixe-Zoquean	Mixe-Zoquean, Zoquean, Gulf Zoquean	17.8934	-94.8076	8b	F	0	0	0	0	1	0
por	Portuguese	Portuguese	PT	Portugal	SEU	Southern Europe	Europe	227916760	9	252152760	16	Indo-European	Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Ibero-Romance, West Iberian, Portuguese-Galician	39.6805	-7.9552	1	T	1	0	0	0	0	0
pos	Popoluca, Sayula	Sayula Popoluca	MX	Mexico	CAM	Central America	Americas	4000	4	4000	1	Mixe-Zoquean	Mixe-Zoquean, Mixean	17.8593	-94.9554	6b	T	0	0	0	1	0	0
pot	Potawatomi	Potawatomi	US	United States	NAM	Northern America	Americas	10	2	21	2	Algic	Algic, Algonquian, Ojibwa-Potawatomi	39.3637	-95.8282	8b	T	0	0	0	0	1	0
pov	Guinea-Bissau Creole	Guinea-Bissau Creole	GW	Guinea-Bissau	WAF	Western Africa	Africa	306000	6	1326000	3	Creole	Creole, Portuguese based	11.8731	-15.6272	3	T	1	0	0	0	0	0
pow	Popoloca, San Felipe Otlaltepec	San Felipe Otlaltepec Popoloca	MX	Mexico	CAM	Central America	Americas	3000	4	3000	1	Otomanguean	Otomanguean, Eastern Otomanguean, Popolocan-Zapotecan, Popolocan, Popoloca	18.3570	-97.7449	7	T	0	0	0	1	0	0
poy	Pogolo	Pogolo	TZ	Tanzania	EAF	Eastern Africa	Africa	201000	6	201000	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, G, Pogolo-Ndamba (G.51)	-8.6854	36.4293	6a	T	0	0	1	0	0	0
ppe	Papi	Papi	PG	Papua New Guinea	MEL	Melanesia	Pacific	70	2	70	1	Sepik	Sepik, Sepik Hill, Papi	-4.5711	141.9697	7	F	0	0	0	1	0	0
ppi	Paipai	Paipai	MX	Mexico	CAM	Central America	Americas	100	3	100	1	Cochimí-Yuman	Cochimí-Yuman, Yuman, Pai	31.6076	-115.8771	8a	F	0	0	0	0	1	0
ppk	Uma	Uma	ID	Indonesia	SEA	South-Eastern Asia	Asia	18800	5	18800	1	Austronesian	Austronesian, Malayo-Polynesian, Celebic, Kaili-Pamona, Southern	-1.6574	119.9581	5	T	0	1	0	0	0	0
ppl	Nahuat	Nahuat	SV	El Salvador	CAM	Central America	Americas	500	3	1300	1	Uto-Aztecan	Uto-Aztecan, Southern Uto-Aztecan, Corachol-Aztecan, Core Nahua	13.8463	-89.4588	8a	T	0	0	0	0	1	0
